speaker, data, score
MR. POOLE,20071031,-0.5
MR SHEETS,20071031,0
MR. HOENIG,20071031,0.5
MR. ROSENGREN,20071031,-0.5
MR. FISHER,20071031,0.5
MR. LACKER,20071031,-0.5
MS. YELLEN,20071031,-0.5
MS. PIANALTO,20071031,-0.5
MR. LOCKHART,20071031,-0.5
MR. EVANS,20071031,-0.5
MR. STERN,20071031,-0.5
MR. WARSH,20071031,-0.5
MR. KROSZNER,20071031,-0.5
MR. MISHKIN,20071031,-0.5
MS. DANKER,20071031,0
MS. SMITH,20071031,0
CHAIRMAN BERNANKE,20071211,-0.5
MR. KOHN,20071211,-0.5
VICE CHAIRMAN GEITHNER,20071211,-0.5
MR. SHEETS,20071211,0
OIS. CHAIRMAN BERNANKE,20071211,0
MR. DUDLEY,20071211,-0.5
MR. POOLE,20071211,-0.5
MR. FISHER,20071211,0.5
MR. LOCKHART,20071211,-0.5
MR. PLOSSER,20071211,-0.5
MS. DANKER,20071211,0
MR. STOCKTON,20071211,-0.5
MR. EVANS,20071211,-0.5
MR. STERN,20071211,-0.5
MR. HOENIG,20071211,0.5
MS. YELLEN,20071211,-0.5
MR. ROSENGREN,20071211,-0.5
MR. MISHKIN,20071211,-0.5
MR. LACKER,20071211,-0.5
MS. PIANALTO,20071211,-0.5
MR. WARSH,20071211,-0.5
MR. KROSZNER,20071211,-0.5
MR. MADIGAN,20071211,-0.5
MR. ALVAREZ,20071211,0
CHAIRMAN BERNANKE,20080130,-0.5
MR. POOLE,20080130,0.5
MR. KOHN,20080130,-0.5
SEVERAL,20080130,0
MR. KROSZNER,20080130,-0.5
MS. DANKER,20080130,-0.5
MR. DUDLEY,20080130,-0.5
MR. LACKER,20080130,0.5
MR. MADIGAN,20080130,-0.5
TAF. MR. LACKER,20080130,0
MS. MOSSER,20080130,0
MR. FISHER,20080130,0.5
MR. LOCKHART,20080130,-0.5
VICE CHAIRMAN GEITHNER,20080130,-0.5
MR. ROSENGREN,20080130,-0.5
MR. REIFSCHNEIDER,20080130,-0.5
MS. LIANG,20080130,0
MR. SHEETS,20080130,0
MR. EVANS,20080130,-0.5
MR. MISHKIN,20080130,-0.5
MR. STOCKTON,20080130,0
MR. WASCHER,20080130,0
MR. PLOSSER,20080130,0.5
MS. YELLEN,20080130,-0.5
MR. HOENIG,20080130,0.5
MR. STERN,20080130,-0.5
MS. PIANALTO,20080130,-0.5
MR. WARSH,20080130,-0.5
V. CHAIRMAN BERNANKE,20080130,0
MR. PARKINSON,20080130,0
MR. GIBSON,20080130,0
MS. HIRTLE,20080130,0
MR. PETERS,20080130,0
MR. GREENLEE,20080130,0
MR. ANGULO,20080130,0
FOMC . VICE CHAIRMAN GEITHNER,20080130,0
CHAIRMAN BERNANKE,20080318,-0.5
MR. DUDLEY,20080318,0
VICE CHAIRMAN GEITHNER,20080318,-0.5
MR. WARSH,20080318,-0.5
MR. LACKER,20080318,0.5
MR. MADIGAN,20080318,-0.5
MR. FISHER,20080318,0.5
MR. ROSENGREN,20080318,-0.5
MR. KOHN,20080318,-0.5
MR. STOCKTON,20080318,-0.5
MR. SHEETS,20080318,-0.5
C HAIRMAN BERNANKE,20080318,0
MR. EVANS,20080318,-0.5
MR. HOENIG,20080318,0.5
MS. YELLEN,20080318,-0.5
MR. STERN,20080318,-0.5
MR. LOCKHART,20080318,-0.5
MS. PIANALTO,20080318,-0.5
MR. SAPENARO,20080318,0.5
MR. PLOSSER,20080318,0.5
CHAIRMAN BERNANKE. AEIOU. VICE CHAIRMAN GEITHNER,20080318,0
MR. KROSZNER,20080318,-0.5
MR. MISHKIN,20080318,-0.5
PARTICIPANT,20080318,0
D. CHAIRMAN BERNANKE,20080318,0
MS. DANKER,20080318,-0.5
CHAIRMAN BERNANKE,20080430,0
MR. DUDLEY,20080430,0
MR. LACKER,20080430,0.5
MR. HOENIG,20080430,0.5
VICE CHAIRMAN GEITHNER,20080430,-0.5
MR. ROSENGREN,20080430,-0.5
MR. EVANS,20080430,0.5
MR. FISHER,20080430,0.5
MR. KOHN,20080430,-0.5
MR. BULLARD,20080430,0.5
ECB. MR. KOHN,20080430,0
MS. YELLEN,20080430,-0.5
MR. STOCKTON,20080430,0
MR. SHEETS,20080430,0
MR. MADIGAN,20080430,0
MR. STERN,20080430,-0.5
MR. PLOSSER,20080430,0.5
MR. LOCKHART,20080430,-0.5
MS. PIANALTO,20080430,-0.5
MR. WARSH,20080430,-0.5
MR. KROSZNER,20080430,-0.5
MR. MISHKIN,20080430,-0.5
MR. ENGLISH,20080430,-0.5
B. CHAIRMAN BERNANKE,20080430,0
MS. DANKER,20080430,0
MR. MEYER,20080430,0
MR. CLOUSE,20080430,0
MR. HILTON,20080430,0
CHAIRMAN BERNANKE,20080625,0
MR. DUDLEY,20080625,0
MR. LACKER,20080625,0.5
MR. FISHER,20080625,0.5
MR. PLOSSER,20080625,0.5
MR. STERN,20080625,-0.5
VICE CHAIRMAN GEITHNER,20080625,-0.5
MR. KOHN,20080625,-0.5
MR. SHEETS,20080625,0
MR. SLIFMAN,20080625,-0.5
MR. WASCHER,20080625,0
MR. MADIGAN,20080625,0
MR. EVANS,20080625,0.5
MR. STOCKTON,20080625,0
MR. BULLARD,20080625,0.5
MR. HOENIG,20080625,0.5
MS. YELLEN,20080625,-0.5
MR. LOCKHART,20080625,0.5
MR. ROSENGREN,20080625,-0.5
MS. PIANALTO,20080625,-0.5
MR. WARSH,20080625,0.5
MR. KROSZNER,20080625,-0.5
MR. MISHKIN,20080625,-0.5
NAIRU,20080625,0
PARTICIPANTS,20080625,0
I? CHAIRMAN BERNANKE,20080625,0
B. CHAIRMAN BERNANKE,20080625,0
MS. DANKER,20080625,0
MR. ANGULO,20080625,0
MR. ALVAREZ,20080625,0
MR. PARKINSON,20080625,0
CHAIRMAN BERNANKE,20080805,0
MR. DUDLEY,20080805,0
MR. EVANS,20080805,0.5
MR. FISHER,20080805,0.5
MR. PLOSSER,20080805,0.5
MR. BULLARD,20080805,0.5
MR. LACKER,20080805,0.5
MR. WILCOX,20080805,0
MR. KAMIN,20080805,0
MR. REIFSCHNEIDER,20080805,0
MR. KROSZNER,20080805,-0.5
MR. LOCKHART,20080805,0.5
VICE CHAIRMAN GEITHNER,20080805,-0.5
MR. ROSENGREN,20080805,-0.5
,20080805,0.5
MR. MISHKIN,20080805,-0.5
MS. YELLEN,20080805,-0.5
MS. PIANALTO,20080805,0.5
MR. STERN,20080805,-0.5
MR. HOENIG,20080805,0.5
MR. KOHN,20080805,-0.5
MR. WARSH,20080805,-0.5
MS. DUKE,20080805,-0.5
MS. SMITH,20080805,0
MR. MADIGAN,20080805,0.5
B. CHAIRMAN BERNANKE,20080805,0
MS. DANKER,20080805,0
CHAIRMAN BERNANKE,20080916,0
MR. DUDLEY,20080916,0
(TSLF),20080916,0
MR. ROSENGREN,20080916,-0.5
MR. PLOSSER,20080916,0.5
MR. LACKER,20080916,0.5
MR. PARKINSON,20080916,0
MR. KOHN,20080916,-0.5
MR. SHEETS,20080916,-0.5
MR. FISHER,20080916,0
MR. STERN,20080916,-0.5
MR. MADIGAN,20080916,-0.5
MS. DANKER,20080916,0
MR. STOCKTON,20080916,-0.5
MR. KROSZNER,20080916,-0.5
MR. LOCKHART,20080916,-0.5
MR. HOENIG,20080916,0.5
MS. YELLEN,20080916,-0.5
MR. BULLARD,20080916,-0.5
MR. EVANS,20080916,-0.5
MS. PIANALTO,20080916,-0.5
MS. CUMMING,20080916,-0.5
MR. WARSH,20080916,0
MS. DUKE,20080916,-0.5
L IBOR,20080916,0
SEVERAL,20080916,0
MR.KOHN,20080916,0
CHAIRMAN BERNANKE,20081029,-0.5
MR. DUDLEY,20081029,-0.5
(ABCP),20081029,-0.5
MR. SHEETS,20081029,0
MR. BASSETT,20081029,-0.5
MR. FISHER,20081029,-0.5
MR. EVANS,20081029,-0.5
VICE CHAIRMAN GEITHNER,20081029,-0.5
MR. ROSENGREN,20081029,-0.5
MR. STERN,20081029,-0.5
MR. LACKER,20081029,-0.5
MR. KOHN,20081029,-0.5
MR. PLOSSER,20081029,0.5
MR. HOENIG,20081029,-0.5
) . CHAIRMAN BERNANKE,20081029,0
MR. LOCKHART,20081029,-0.5
MR. SHEETS,20081029,0
MR. BULLARD,20081029,-0.5
MS. MOSSER,20081029,0
MS. DUKE,20081029,-0.5
IMF. CHAIRMAN BERNANKE,20081029,0
MR. KROSZNER,20081029,-0.5
MS. PIANALTO,20081029,-0.5
MR. WARSH,20081029,-0.5
MR. MADIGAN,20081029,-0.5
MR. MORIN,20081029,-0.5
MS. KOLE,20081029,-0.5
MR. STOCKTON,20081029,-0.5
MS. YELLEN,20081029,-0.5
PARTICIPANTS,20081029,0
A. CHAIRMAN BERNANKE,20081029,0
MS. DANKER,20081029,0
CHAIRMAN BERNANKE,20081216,0
MR. DUDLEY,20081216,-0.5
MR. HOENIG,20081216,-0.5
MR. FISHER,20081216,-0.5
MR. BULLARD,20081216,-0.5
MR. LACKER,20081216,-0.5
MR. WILCOX,20081216,0
MR. KOHN,20081216,-0.5
MR. MADIGAN,20081216,-0.5
MR. MEYER,20081216,-0.5
MR. PLOSSER,20081216,-0.5
MS. YELLEN,20081216,-0.5
PA YGO,20081216,-0.5
MR. LOCKHART,20081216,-0.5
MR. EVANS,20081216,-0.5
MR. STERN,20081216,-0.5
MR. ROSENGREN,20081216,-0.5
MS. PIANALTO,20081216,-0.5
MS. CUMMING,20081216,-0.5
MR. WARSH,20081216,-0.5
MR. KROSZNER,20081216,-0.5
MS. DUKE,20081216,-0.5
MR. COVITZ,20081216,0
MS. AARONSON,20081216,-0.5
MR. AHMED,20081216,-0.5
MR. SHEETS,20081216,0
MR FISHER,20081216,0
MR COVITZ,20081216,0
MR. STOCKTON,20081216,-0.5
MR. AARONSON,20081216,0
PARTICIPANTS,20081216,0
B? MR. DUDLEY,20081216,0
MS. DANKER,20081216,0
MR. PARKINSON,20081216,0
LIBOR,20081216,0
AAA. MR. PARKINSON,20081216,0
ABS. MR. DUDLEY,20081216,0
C HAIRMAN BERNANKE,20081216,0
CHAIRMAN BERNANKE,20090128,0
MR. DUDLEY,20090128,0
MR. FISHER,20090128,-0.5
MR. LACKER,20090128,0.5
MR. KOHN,20090128,-0.5
MR. HOENIG,20090128,-0.5
MS. YELLEN,20090128,-0.5
PARTICIPANT,20090128,0
MS. DANKER,20090128,-0.5
SEVERAL,20090128,0
MS. MOSSER,20090128,0
MR. HILTON,20090128,0
(TALF),20090128,0
MR. MADIGAN,20090128,-0.5
MR. SHEETS,20090128,0
MR. ROSENGREN,20090128,-0.5
MR. EVANS,20090128,-0.5
VICE CHAIRMAN DUDLEY,20090128,-0.5
MR. LOCKHART,20090128,-0.5
MR. PLOSSER,20090128,-0.5
MR. BULLARD,20090128,-0.5
MR. STERN,20090128,-0.5
PARTICIPANTS,20090128,0
MR. STOCKTON,20090128,-0.5
MR. SICHEL,20090128,-0.5
MS. DYNAN,20090128,-0.5
MR. REEVE,20090128,-0.5
MR. OLINER,20090128,0
MS. DUKE,20090128,-0.5
MS. PIANALTO,20090128,-0.5
MR. WARSH,20090128,-0.5
TALF,20090128,0.5
MR. YELLEN,20090128,0
CHAIRMAN BERNANKE,20090318,0
MR. KOHN,20090318,-0.5
MS. MOSSER,20090318,0
TALF. CHAIRMAN BERNANKE,20090318,0
MR. FISHER,20090318,-0.5
MR. NELSON,20090318,0
MR. GAGNON,20090318,0
MR. REIFSCHNEIDER,20090318,-0.5
MR. SHEETS,20090318,0
MR. HILTON,20090318,0
MR. MADIGAN,20090318,-0.5
VICE CHAIRMAN DUDLEY,20090318,-0.5
MR. HOENIG,20090318,-0.5
MR. LACKER,20090318,-0.5
MS. BAILEY,20090318,0
MR. PLOSSER,20090318,-0.5
MR. EVANS,20090318,-0.5
MR. LOCKHART,20090318,-0.5
MS. PIANALTO,20090318,-0.5
MS. YELLEN,20090318,-0.5
MR. BULLARD,20090318,-0.5
TALF. MR. BULLARD,20090318,0
MR. ROSENGREN,20090318,-0.5
MR. WARSH,20090318,-0.5
MR. STERN,20090318,-0.5
MR. TARULLO,20090318,-0.5
MS. DUKE,20090318,-0.5
MS. DANKER,20090318,0
MR. STOCKTON,20090318,-0.5
MR. KAMIN,20090318,-0.5
TALF. MR. FISHER,20090318,0
A? MR. MADIGAN,20090318,0
MBS? MS. MOSSER,20090318,0
A. MR. MADIGAN,20090318,0
A? CHAIRMAN BERNANKE,20090318,0
CHAIRMAN BERNANKE,20090429,-0.5
MR. KOHN,20090429,-0.5
MS. MOSSER,20090429,0
MR. CARPENTER,20090429,0
MR. BURKE,20090429,0
MR. NELSON,20090429,0
SBA ABS,20090429,-0.5
MR. ROSENGREN,20090429,-0.5
MR. FISHER,20090429,-0.5
MS. PIANALTO,20090429,-0.5
TALF? MR. CARPENTER,20090429,0
VICE CHAIRMAN DUDLEY,20090429,-0.5
MR. HOENIG,20090429,-0.5
MR. LACKER,20090429,0
MR. PLOSSER,20090429,0.5
PARTICIPANT,20090429,0
MR. STOCKTON,20090429,-0.5
MR. SHEETS,20090429,-0.5
MR. MADIGAN,20090429,-0.5
MR. REIFSCHNEIDER,20090429,0
MS. YELLEN,20090429,-0.5
MR. EVANS,20090429,-0.5
MR. LOCKHART,20090429,-0.5
MR. BULLARD,20090429,0
MR. STERN,20090429,-0.5
MR. WARSH,20090429,-0.5
MS. DUKE,20090429,-0.5
MR. TARULLO,20090429,-0.5
A. MR. STERN,20090429,0
B. CHAIRMAN BERNANKE,20090429,0
MS. DANKER,20090429,-0.5
CHAIRMAN BERNANKE,20090624,0
MR. KOHN,20090624,-0.5
MR. SACK,20090624,0
MR. CARPENTER,20090624,0
MR. ENGLISH,20090624,0
MS. MOSSER,20090624,-0.5
MR. CLOUSE,20090624,0
MR. HILTON,20090624,0
MR. MADIGAN,20090624,-0.5
MR. FISHER,20090624,-0.5
VICE CHAIRMAN DUDLEY,20090624,-0.5
TAF? MR. MADIGAN,20090624,0
MR. SHEETS,20090624,0
MR. LACKER,20090624,-0.5
MR. ROSENGREN,20090624,-0.5
MR. HOENIG,20090624,0.5
MBS. MR. MOSSER,20090624,0
MR. BULLARD,20090624,0.5
MR. PLOSSER,20090624,0.5
MR. EVANS,20090624,-0.5
MR. STERN,20090624,-0.5
MR. NELSON,20090624,0
MR. LOCKHART,20090624,-0.5
MR. TARULLO,20090624,-0.5
MR. WARSH,20090624,-0.5
MS. YELLEN,20090624,-0.5
MS. DUKE,20090624,-0.5
MS. PIANALTO,20090624,-0.5
MR. KILEY,20090624,-0.5
MR. STOCKTON,20090624,0
B. CHAIRMAN BERNANKE,20090624,0
MS. DANKER,20090624,0
CHAIRMAN BERNANKE,20090812,0
MR. KOHN,20090812,-0.5
MR. SACK,20090812,-0.5
MR. BULLARD,20090812,-0.5
MR. FISHER,20090812,-0.5
MR. STERN,20090812,-0.5
MR. ROSENGREN,20090812,-0.5
MR. EVANS,20090812,-0.5
MR. MADIGAN,20090812,-0.5
MR. PLOSSER,20090812,0.5
VICE CHAIRMAN DUDLEY,20090812,-0.5
MR. LACKER,20090812,-0.5
MS. YELLEN,20090812,-0.5
MS. MCLAUGHLIN,20090812,0
MR. HOENIG,20090812,0.5
MR. CARPENTER,20090812,0
MR. BURKE,20090812,0
MR. MCANDREWS,20090812,0
MR. NELSON,20090812,0
MR. WARSH,20090812,-0.5
CMBS? MR. NELSON,20090812,0
MR. SLIFMAN,20090812,-0.5
MR. SHEETS,20090812,0
MR. LOCKHART,20090812,-0.5
MR. TARULLO,20090812,-0.5
MS. PIANALTO,20090812,-0.5
MS. DUKE,20090812,-0.5
). CHAIRMAN BERNANKE,20090812,0
B. MR. MADIGAN,20090812,0
MS. DANKER,20090812,0
CHAIRMAN BERNANKE,20090923,0
MR. KOHN,20090923,-0.5
MR. SACK,20090923,0
MR. TARULLO,20090923,-0.5
MR. EVANS,20090923,-0.5
MR. HOENIG,20090923,0.5
VICE CHAIRMAN DUDLEY,20090923,-0.5
MR. LACKER,20090923,0.5
MR. BULLARD,20090923,-0.5
MR. FISHER,20090923,-0.5
MR. PLOSSER,20090923,0.5
MR. ENGLISH,20090923,0
MR. CLOUSE,20090923,0
(AMSG),20090923,0
MR. MADIGAN,20090923,-0.5
MR. ROSENGREN,20090923,-0.5
MS. DUKE,20090923,-0.5
MS. YELLEN,20090923,-0.5
MR. LOCKHART,20090923,-0.5
MR. WARSH,20090923,-0.5
MR. ALVAREZ,20090923,0
MR. STOCKTON,20090923,-0.5
MR. SHEETS,20090923,0
U.S.? MR. SHEETS,20090923,0
MS. PIANALTO,20090923,-0.5
MR. LYON,20090923,-0.5
MR. LUECKE,20090923,0
CHAIRMAN BERNANKE,20091104,0
MR. KOHN,20091104,-0.5
MR. KOCHERLAKOTA,20091104,-0.5
MR. PLOSSER,20091104,0.5
MR. SACK,20091104,0
MR. FISHER,20091104,-0.5
MR. BULLARD,20091104,0.5
MR. TARULLO,20091104,-0.5
MR. NELSON,20091104,0
MR. SHEETS,20091104,0
(NAFA),20091104,0
MR. BURKE,20091104,0
MR. CLOUSE,20091104,0
MR. LACKER,20091104,-0.5
MS. MOSSER,20091104,0
CBIAS. MR. LACKER,20091104,0
VICE CHAIRMAN DUDLEY,20091104,-0.5
MR. LOCKHART,20091104,-0.5
ABS. MR. FISHER,20091104,0
TALF. MR. FISHER,20091104,0
MR. ALVAREZ,20091104,0
MR. HOENIG,20091104,-0.5
MR. MADIGAN,20091104,-0.5
MR. WARSH,20091104,-0.5
MS. DUKE,20091104,-0.5
MR. ROSENGREN,20091104,-0.5
MS. YELLEN,20091104,-0.5
MR. STOCKTON,20091104,-0.5
MR. KAMIN,20091104,-0.5
PARTICIPANT,20091104,0
MR. EVANS,20091104,-0.5
MS. PIANALTO,20091104,-0.5
B. CHAIRMAN BERNANKE,20091104,0
MR. LUECKE,20091104,0
CHAIRMAN BERNANKE,20091216,0
PARTICIPANTS,20091216,0
MR. KOHN,20091216,-0.5
MR. SACK,20091216,0
MR. PLOSSER,20091216,0.5
VICE CHAIRMAN DUDLEY,20091216,-0.5
MR. TARULLO,20091216,-0.5
MR. ROSENGREN,20091216,-0.5
TALF? MR. SACK,20091216,0
MR. NELSON,20091216,0
MR. EVANS,20091216,-0.5
MR. LOCKHART,20091216,-0.5
MR. FISHER,20091216,0.5
MR. HOENIG,20091216,0.5
MR. LACKER,20091216,0.5
MS. PIANALTO,20091216,-0.5
MR. KOCHERLAKOTA,20091216,0.5
MR. BULLARD,20091216,-0.5
MR. CLOUSE,20091216,0
MR. MADIGAN,20091216,-0.5
MR. WILCOX,20091216,-0.5
MR. SHEETS,20091216,0
MR. WARSH,20091216,-0.5
MS. YELLEN,20091216,-0.5
MS. DUKE,20091216,-0.5
MR. WASCHER,20091216,-0.5
MR. LUECKE,20091216,0
MR. FUHRER,20091216,-0.5
MR. DOTSEY,20091216,0
MR. WYNNE,20091216,0
MR. HORNSTEIN,20091216,0
C HAIRMAN BERNANKE,20100127,-0.5
MR. KOHN,20100127,-0.5
CHAIRMAN BERNANKE,20100127,0
MR. WARSH,20100127,-0.5
MR. KO HN,20100127,0
MR. LUECKE,20100127,0
MR . TARULLO,20100127,0
VICE CHAIRMAN DUDLEY,20100127,-0.5
MR. SACK,20100127,0
MR. PLOSSER,20100127,0.5
CHA IRMAN BERNANKE,20100127,0
MR. FISHER,20100127,0.5
MR . FISHER,20100127,0.5
MR. BULLARD,20100127,-0.5
MR. LACKER,20100127,0.5
MR. ROSENGREN,20100127,-0.5
MR. LOCKHART,20100127,0
MR . SACK,20100127,0
MR. MADIGAN,20100127,0
MR. NELSON,20100127,0
MR . KOHN,20100127,-0.5
MR . NELSON,20100127,0.5
MR. LOCKHART,20100127,0
MR . ROSENGREN,20100127,-0.5
MS. DUKE,20100127,-0.5
MR. C LOUSE,20100127,0
MR. HILTON,20100127,0
MR. CLOUSE,20100127,0
MR . LACKER,20100127,0.5
MR. TARULLO,20100127,-0.5
MR. KOCHERLAKOTA,20100127,0.5
MR . MADIGAN,20100127,0
V ICE CHAIRMAN DUDLEY,20100127,-0.5
MS. YELLEN,20100127,-0.5
MR. EVANS,20100127,-0.5
MR. SHEETS,20100127,0
MR. HOENIG,20100127,0.5
MR . LOCKHART,20100127,-0.5
MS. PIANALTO,20100127,-0.5
MR . WARSH,20100127,0.5
MR. STOCKTON,20100127,0
MR. L ACKER,20100127,0
MR . SICHEL,20100127,0
MR. PALUMBO,20100127,0
MR. SICHEL,20100127,-0.5
MR . KOCHERLAKOTA,20100127,-0.5
MR . BULLARD,20100127,-0.5
MR . PLOSSER,20100127,0.5
M R. KOCHERLAKOTA,20100127,0
MS . DUKE,20100127,-0.5
CHAI RMAN BERNANKE,20100127,0
CHAIRMA N BERNANKE,20100127,0
MR . STOCKTON,20100127,-0.5
MR . ENGLISH,20100127,-0.5
MR. ENGLISH,20100127,0
MS . YELLEN,20100127,-0.5
MR. FIS HER,20100127,0
MR. LUECKE,20100127,-0.5
MR . DUDLEY,20100127,0
CHAIRMAN BERNANKE,20100316,0
MR. KOHN,20100316,-0.5
MR. S ACK,20100316,0
MR. SACK,20100316,0
ANDREWS,20100316,0
VICE CHAIRMAN DUDLEY,20100316,-0.5
MR. SA CK,20100316,0
MR. LOCKHART,20100316,0
MR. LACKER,20100316,-0.5
C HAIRMAN BERNANKE,20100316,0
MR. EVANS,20100316,-0.5
MR. FISHER,20100316,0.5
MBS. MR. FISHER,20100316,0
MR . FISHER,20100316,0
MR. WARSH,20100316,-0.5
MR . WARSH,20100316,0
MR. HOENIG,20100316,0.5
MR. KOCHERLAKOTA,20100316,0
MR. PLOSSER,20100316,0.5
MS. YELLEN,20100316,-0.5
MR. BULLARD,20100316,-0.5
MR . BULLARD,20100316,-0.5
CHAI RMAN BERNANKE,20100316,0
MR. S TOCKTON,20100316,-0.5
MR. SHEETS,20100316,0
MR. ROSENGREN,20100316,-0.5
MR . LOCKHART,20100316,-0.5
MR . LACKER,20100316,-0.5
MR . EVANS,20100316,-0.5
MS . YELLEN,20100316,-0.5
MR . HOENIG,20100316,-0.5
MS . PIANALTO,20100316,-0.5
MR . KOCHERLAKOTA,20100316,0.5
VI CE CHAIRMAN DUDLEY,20100316,-0.5
MR. TARULLO,20100316,-0.5
MS. D UK E,20100316,-0.5
MR. MAD IGAN,20100316,0
CHA IRMAN BERNANKE,20100316,0
MR. MADIGAN,20100316,0
MR . ROSENGREN,20100316,-0.5
MR . KOHN,20100316,-0.5
MS. PIANALTO,20100316,-0.5
B. CHAIRMAN BERNANKE,20100316,-0.5
MR. LUECKE,20100316,0
C HAIRMAN BERNANKE,20100428,0
MR. LACKER,20100428,0.5
CHAIRMAN BERNANKE,20100428,-0.5
MR. KOHN,20100428,-0.5
MR . KOHN,20100428,-0.5
MR. SACK,20100428,0
MR. LA CKER,20100428,0
MR . MADIGAN,20100428,0
MR. LOCKHART,20100428,-0.5
MR. MADIGAN,20100428,0
MBS. MR. SACK,20100428,0
MR. KOCHERLAKOTA,20100428,0.5
MR. ROSENGREN,20100428,-0.5
VICE CHAIRMAN DUDLEY,20100428,-0.5
MR. SHEETS,20100428,0
CHA IRMAN BERNANKE,20100428,0
MR. MAD IGAN,20100428,0
MR. BULLARD,20100428,-0.5
MR . ROSENGREN,20100428,-0.5
MS. YELLEN,20100428,-0.5
MS. HOLCOMB,20100428,-0.5
MR. HOENIG,20100428,0.5
MR. PLOSSER,20100428,0.5
MR. EVANS,20100428,-0.5
MS. PIANALTO,20100428,-0.5
MR. WARSH,20100428,-0.5
MS. DUKE,20100428,-0.5
MR. TARULLO,20100428,-0.5
MR . SACK,20100428,0
MR. STOCKTON,20100428,0
MR . SHEETS,20100428,0
MR . LACKER,20100428,0
MR. KOH N,20100428,0
MR. REIFSCHNEIDER,20100428,0
MR . REIFSCHNEIDER,20100428,0
MR. KO HN,20100428,0
MR. S ACK,20100428,0
MR . LACKER,20100428,0.5
MR. LOCKHA RT,20100428,-0.5
MS . PIANALTO,20100428,-0.5
MS . HOLCOMB,20100428,-0.5
MR . WARSH,20100428,-0.5
MR. EN GLISH,20100428,-0.5
B. C HAIRMAN BERNANKE,20100428,0
MR . BULLARD,20100428,-0.5
CHAIRM AN BERNANKE,20100428,0
MR . EVANS,20100428,-0.5
MS . DUKE,20100428,0
MR. LUECKE,20100428,0
MR . TARULLO,20100428,0
V ICE CHAIRMAN DUDLEY,20100428,0
C HAIRMAN BERNANKE,20100623,0
MR. KO HN,20100623,0
CHA IRMAN BERNANKE,20100623,0
MR. S ACK,20100623,0
CHAIRMAN BERNANKE,20100623,0
MR. HOENIG,20100623,0.5
MR. SACK,20100623,0
VICE CHAIRMAN DUDLEY,20100623,-0.5
I? VICE CHAIRMAN DUDLEY,20100623,0
MR . FISHER,20100623,0.5
MR. FISHER,20100623,-0.5
MR. LACKER,20100623,0.5
MR . SACK,20100623,0
MR . LACKER,20100623,-0.5
MR. LOCKHART,20100623,-0.5
MR. PLOSSER,20100623,0.5
MR. TARULLO,20100623,-0.5
CH AIRMAN BERNANKE,20100623,0
MR. KOCHERLAKOTA,20100623,-0.5
C HAIRMAN BERN ANKE,20100623,0
MR . KOCHERLAKOTA,20100623,0
MR. ROSENGREN,20100623,-0.5
MR. EVANS,20100623,-0.5
MR . PLOSSER,20100623,0
MR . KOHN,20100623,-0.5
MR. KOHN,20100623,-0.5
PARTICIPANT,20100623,0
MR. WA RSH,20100623,-0.5
MS . PIANALTO,20100623,0
MS. YELLEN,20100623,-0.5
MBS? CHAIRMAN BERNANKE,20100623,0
MR. BULLARD,20100623,0.5
MS. DUKE,20100623,-0.5
MR . TARULLO,20100623,0
MR. W ASCHER,20100623,0
MR. ERCEG,20100623,0
MS. LIANG,20100623,-0.5
MR . ENGLISH,20100623,0
MR. ERC EG,20100623,0
MR . SHEETS,20100623,0
MR . ERCEG,20100623,0
MS. PIANALTO,20100623,-0.5
U.S. GDP,20100623,-0.5
M R. HOENIG,20100623,0
V ICE CHAIRMAN DUDLEY,20100623,-0.5
VICE CHAIRMAN DUD LEY,20100623,0
MR. WARSH,20100623,-0.5
MS . DUKE,20100623,-0.5
MR. S TOCKTON,20100623,-0.5
MR. MAD IGAN,20100623,-0.5
MR. MADIGAN,20100623,0
B. CHAIRMAN BERNANKE,20100623,0
PARTICIPANTS,20100623,0
MS. SMITH,20100623,0
MR. LUECKE,20100623,0
C HAIRMAN BERNANKE,20100810,0
MR. KOHN,20100810,-0.5
CHAIRMAN BERNANKE,20100810,-0.5
MR. MADIGAN,20100810,0
VICE CHAIRMAN DUDLEY,20100810,-0.5
MR. SACK,20100810,-0.5
MR. FISHER,20100810,0.5
MR. KOCHERLAKOTA,20100810,0.5
MR. SLIFMAN,20100810,-0.5
MR. SHEETS,20100810,0
U.K,20100810,0
MR. LACKER,20100810,-0.5
MR. FISHE R,20100810,0
MR. LOCKHART,20100810,-0.5
MR . LACKER,20100810,-0.5
MR. REIFSCHNEIDER,20100810,-0.5
MR . FISHER,20100810,0
MR. PLOSSER,20100810,-0.5
MR. BULLARD,20100810,-0.5
MR. ROSENGREN,20100810,-0.5
MS. PIANALTO,20100810,-0.5
MR. WARSH,20100810,-0.5
CHAI RM AN BERNANKE,20100810,0
MS. YELLEN,20100810,-0.5
MR. HOENIG,20100810,1
MR . KOCHERLAKOTA,20100810,-0.5
MR . EVANS,20100810,-0.5
MS. DUKE,20100810,-0.5
MR . TARULLO,20100810,0
MR. TARULLO,20100810,-0.5
MR . ENGLISH,20100810,-0.5
MR TARULLO,20100810,0
MR. ENGLISH,20100810,0
MBS. MR . SACK,20100810,0
MS . YELLEN,20100810,-0.5
MR. EVANS,20100810,-0.5
MR . PLOSSER,20100810,0.5
